#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   198900  2.14273066e+01  9.17126673e-05   2.12559796e-03   3.81368099e-01   3.79754348e-01   2.25626912e-01   5.21855050e-01   8.55768392e-02   4.39376284e+00   4.37516984e+00   4.91257277e+00   1.61818456e+01   1.61985478e-17   1.24795800e-01   1.78696429e+02  -1.06717404e+01   7.14286531e+01
   199000  2.14365042e+01  9.22625372e-05   2.11913600e-03   3.81469276e-01   3.79776018e-01   2.25672379e-01   5.17786376e-01   8.16093523e-02   4.54379672e+00   4.34424209e+00   4.80525986e+00   1.47866653e+01  -3.88293091e-17   1.24800529e-01   1.78696429e+02  -1.06717404e+01   7.14286512e+01
   199100  2.14457660e+01  9.30002506e-05   2.11416521e-03   3.81581102e-01   3.79794557e-01   2.25718297e-01   5.14225974e-01   7.72421510e-02   4.65408570e+00   4.29314059e+00   4.65482544e+00   1.40603798e+01  -1.64870271e-17   1.24804283e-01   1.78696429e+02  -1.06717404e+01   7.14286497e+01
   199200  2.14551119e+01  9.39420034e-05   2.10867440e-03   3.81702433e-01   3.79814011e-01   2.25755537e-01   5.11157110e-01   7.21859800e-02   4.74236912e+00   4.23949011e+00   4.47421050e+00   1.41439526e+01  -2.40853961e-17   1.24807600e-01   1.78696429e+02  -1.06717404e+01   7.14286484e+01
   199300  2.14645615e+01  9.50625250e-05   2.10043047e-03   3.81831004e-01   3.79843802e-01   2.25779392e-01   5.08024770e-01   7.01900969e-02   4.81999520e+00   4.29017025e+00   4.27969246e+00   1.45689349e+01   1.23923699e-17   1.24811425e-01   1.78696429e+02  -1.06717404e+01   7.14286469e+01
   199400  2.14741297e+01  9.63040387e-05   2.08972882e-03   3.81963673e-01   3.79892140e-01   2.25792481e-01   5.04419895e-01   7.20706366e-02   4.88138875e+00   4.33474479e+00   4.08189251e+00   1.45589618e+01   6.45843883e-18   1.24816082e-01   1.78696429e+02  -1.06717404e+01   7.14286450e+01
   199500  2.14837879e+01  9.62727715e-05   2.08035132e-03   3.82097405e-01   3.79958438e-01   2.25801873e-01   5.00689864e-01   6.95951383e-02   4.90602409e+00   4.37629453e+00   3.88199806e+00   1.35788064e+01  -2.70051560e-17   1.24820900e-01   1.78696429e+02  -1.06717404e+01   7.14286431e+01
   199600  2.14933656e+01  9.53214316e-05   2.07605947e-03   3.82229360e-01   3.80030645e-01   2.25813099e-01   4.97569180e-01   6.84365336e-02   4.87477454e+00   4.40846335e+00   3.99910617e+00   1.17906223e+01  -2.02512444e-17   1.24824874e-01   1.78696429e+02  -1.06717404e+01   7.14286415e+01
   199700  2.15028558e+01  9.45071279e-05   2.07621016e-03   3.82360669e-01   3.80094285e-01   2.25826595e-01   4.95228980e-01   6.75713776e-02   4.78625540e+00   4.41985124e+00   4.17678219e+00   1.10944416e+01  -3.11417738e-17   1.24827598e-01   1.78696429e+02  -1.06717404e+01   7.14286404e+01
   199800  2.15122686e+01  9.37646369e-05   2.07722530e-03   3.82492197e-01   3.80140940e-01   2.25839241e-01   4.93454815e-01   6.74368176e-02   4.65642586e+00   4.53290264e+00   4.33348694e+00   1.10331708e+01  -1.95588942e-17   1.24829267e-01   1.78696429e+02  -1.06717404e+01   7.14286397e+01
   199900  2.15216103e+01  9.30926774e-05   2.07587040e-03   3.82622229e-01   3.80173374e-01   2.25849227e-01   4.92099276e-01   6.76268996e-02   4.67907107e+00   4.75670372e+00   4.48288641e+00   1.07776445e+01   9.97176661e-18   1.24830577e-01   1.78696429e+02  -1.06717404e+01   7.14286392e+01
   200000  2.15308792e+01  9.23190305e-05   2.06993866e-03   3.82746357e-01   3.80203732e-01   2.25859219e-01   4.90916616e-01   6.73582235e-02   4.77792755e+00   4.95743225e+00   4.62493469e+00   1.01525408e+01  -1.05474139e-17   1.24832474e-01   1.78696429e+02  -1.06717404e+01   7.14286384e+01
   200100  2.15400798e+01  9.17323692e-05   2.05852753e-03   3.82859804e-01   3.80245610e-01   2.25874237e-01   4.89528561e-01   7.00907009e-02   4.81957633e+00   5.13620724e+00   4.74603152e+00   1.03887758e+01  -1.10880940e-17   1.24835436e-01   1.78696429e+02  -1.06717404e+01   7.14286373e+01
   200200  2.15492322e+01  9.13547335e-05   2.04392721e-03   3.82960056e-01   3.80305600e-01   2.25895995e-01   4.88081043e-01   7.09294358e-02   4.80594605e+00   5.29757221e+00   4.82913355e+00   1.03938698e+01   9.25931024e-18   1.24838877e-01   1.78696429e+02  -1.06717404e+01   7.14286359e+01
   200300  2.15583569e+01  9.11704814e-05   2.03137330e-03   3.83047879e-01   3.80380117e-01   2.25919249e-01   4.87421553e-01   6.98470743e-02   4.75783253e+00   5.44452471e+00   4.86514642e+00   1.00282240e+01   2.48966348e-18   1.24841430e-01   1.78696429e+02  -1.06717404e+01   7.14286349e+01
   200400  2.15674715e+01  9.11430140e-05   2.02529193e-03   3.83126766e-01   3.80459169e-01   2.25933547e-01   4.88318190e-01   7.37695994e-02   4.70051653e+00   5.57451306e+00   4.85801437e+00   1.00845009e+01  -1.06579976e-17   1.24841794e-01   1.78696429e+02  -1.06717404e+01   7.14286347e+01
   200500  2.15765898e+01  9.12432633e-05   2.02707114e-03   3.83200889e-01   3.80534213e-01   2.25928878e-01   4.91015054e-01   7.77371384e-02   4.64571085e+00   5.67881474e+00   4.82090902e+00   9.75509319e+00  -1.02279012e-17   1.24839395e-01   1.78696429e+02  -1.06717404e+01   7.14286357e+01
   200600  2.15857245e+01  9.14704837e-05   2.03607052e-03   3.83272606e-01   3.80604654e-01   2.25901446e-01   4.95490181e-01   8.04332864e-02   4.61378345e+00   5.74597778e+00   4.76732923e+00   9.64294394e+00  -3.13375900e-17   1.24834655e-01   1.78696429e+02  -1.06717404e+01   7.14286376e+01
   200700  2.15948893e+01  9.18498605e-05   2.04981500e-03   3.83341395e-01   3.80678233e-01   2.25856395e-01   5.01351943e-01   8.20457411e-02   4.74239725e+00   5.76743303e+00   4.70351678e+00   1.05603882e+01   2.89869211e-17   1.24828921e-01   1.78696429e+02  -1.06717404e+01   7.14286399e+01
   200800  2.16041010e+01  9.24101531e-05   2.06344490e-03   3.83405118e-01   3.80764935e-01   2.25805604e-01   5.07515398e-01   8.31397853e-02   4.86891522e+00   5.74158307e+00   4.62675525e+00   1.12688823e+01  -2.43231730e-17   1.24823845e-01   1.78696429e+02  -1.06717404e+01   7.14286419e+01
   200900  2.16133782e+01  9.31578758e-05   2.07225021e-03   3.83462363e-01   3.80868857e-01   2.25760974e-01   5.12733307e-01   8.42324635e-02   4.98438711e+00   5.67319617e+00   4.52972100e+00   1.17800651e+01  -1.72283314e-17   1.24820450e-01   1.78696429e+02  -1.06717404e+01   7.14286432e+01
   201000  2.16227387e+01  9.40659453e-05   2.07505091e-03   3.83513880e-01   3.80983965e-01   2.25727481e-01   5.16440018e-01   8.53759118e-02   5.07972210e+00   5.56816661e+00   4.40712858e+00   1.17382216e+01   1.60009833e-17   1.24818601e-01   1.78696429e+02  -1.06717404e+01   7.14286440e+01
   201100  2.16321962e+01  9.50870749e-05   2.07365900e-03   3.83562276e-01   3.81097435e-01   2.25701298e-01   5.18764827e-01   8.59958348e-02   5.14842023e+00   5.42738421e+00   4.25996865e+00   1.15920512e+01   1.04971485e-17   1.24817329e-01   1.78696429e+02  -1.06717404e+01   7.14286445e+01
   201200  2.16417058e+01  9.49415504e-05   2.07077401e-03   3.83610079e-01   3.81198641e-01   2.25673871e-01   5.20248713e-01   8.51381364e-02   5.18754795e+00   5.24560837e+00   4.17605789e+00   1.16158946e+01  -3.37363388e-17   1.24815663e-01   1.78696429e+02  -1.06717404e+01   7.14286452e+01
   201300  2.16511850e+01  9.46516941e-05   2.06957403e-03   3.83658007e-01   3.81288043e-01   2.25637787e-01   5.21848200e-01   8.20832900e-02   5.19793052e+00   5.11750963e+00   4.21821237e+00   1.16503102e+01   3.68554116e-17   1.24813312e-01   1.78696429e+02  -1.06717404e+01   7.14286461e+01
   201400  2.16606369e+01  9.43927089e-05   2.07166688e-03   3.83705478e-01   3.81376946e-01   2.25590160e-01   5.24245332e-01   7.68174076e-02   5.18268464e+00   5.12892742e+00   4.22309798e+00   1.21916502e+01  -1.04149757e-17   1.24810836e-01   1.78696429e+02  -1.06717404e+01   7.14286471e+01
   201500  2.16700643e+01  9.41660292e-05   2.07427572e-03   3.83751840e-01   3.81476380e-01   2.25532912e-01   5.26864744e-01   7.00522133e-02   5.14512890e+00   5.12807367e+00   4.21896037e+00   1.28535412e+01   1.19972407e-17   1.24809347e-01   1.78696429e+02  -1.06717404e+01   7.14286477e+01
   201600  2.16794725e+01  9.40187707e-05   2.07306303e-03   3.83797695e-01   3.81587611e-01   2.25469825e-01   5.28466146e-01   6.87146059e-02   5.08776393e+00   5.11150611e+00   4.22029031e+00   1.31646004e+01  -1.44239633e-17   1.24809632e-01   1.78696429e+02  -1.06717404e+01   7.14286476e+01
   201700  2.16888728e+01  9.40158793e-05   2.06762774e-03   3.83844517e-01   3.81700842e-01   2.25403397e-01   5.28579070e-01   6.87021232e-02   5.07946745e+00   5.07647350e+00   4.21562428e+00   1.26993025e+01   1.52806593e-18   1.24811241e-01   1.78696429e+02  -1.06717404e+01   7.14286469e+01
   201800  2.16982820e+01  9.41978486e-05   2.06086168e-03   3.83893216e-01   3.81803085e-01   2.25334651e-01   5.27562162e-01   6.75247445e-02   5.12771982e+00   5.02250528e+00   4.17500237e+00   1.13756669e+01  -1.79731324e-17   1.24812814e-01   1.78696429e+02  -1.06717404e+01   7.14286463e+01
   201900  2.17077185e+01  9.45529536e-05   2.05486551e-03   3.83943100e-01   3.81888948e-01   2.25264276e-01   5.25804242e-01   6.65971295e-02   5.14918533e+00   4.95274792e+00   4.43203617e+00   1.18436683e+01  -1.29378580e-18   1.24813564e-01   1.78696429e+02  -1.06717404e+01   7.14286460e+01
   202000  2.17171969e+01  9.50255414e-05   2.05128694e-03   3.83992415e-01   3.81965330e-01   2.25191935e-01   5.23828585e-01   6.69063773e-02   5.17211605e+00   4.87384386e+00   4.74199936e+00   1.31830157e+01  -2.95123030e-17   1.24813715e-01   1.78696429e+02  -1.06717404e+01   7.14286459e+01
   202100  2.17267260e+01  9.55340308e-05   2.05258486e-03   3.84040665e-01   3.82045983e-01   2.25115303e-01   5.22522463e-01   7.17137592e-02   5.20666092e+00   4.79336463e+00   5.02955638e+00   1.41700554e+01  -2.10047872e-17   1.24813420e-01   1.78696429e+02  -1.06717404e+01   7.14286461e+01
   202200  2.17362820e+01  9.55935977e-05   2.05810609e-03   3.84090894e-01   3.82140422e-01   2.25031794e-01   5.22119447e-01   7.28950527e-02   5.23154610e+00   4.71571935e+00   5.28980121e+00   1.41726710e+01  -2.04907696e-17   1.24812693e-01   1.78696429e+02  -1.06717404e+01   7.14286464e+01
   202300  2.17458477e+01  9.57382135e-05   2.06226708e-03   3.84149330e-01   3.82246406e-01   2.24940427e-01   5.21572479e-01   7.02364919e-02   5.20641799e+00   4.63863488e+00   5.51994322e+00   1.31722789e+01  -1.51233069e-17   1.24812477e-01   1.78696429e+02  -1.06717404e+01   7.14286464e+01
   202400  2.17554348e+01  9.60303466e-05   2.06120260e-03   3.84221016e-01   3.82350852e-01   2.24842470e-01   5.19914911e-01   6.58372201e-02   5.10264421e+00   4.57993175e+00   5.71781250e+00   1.17396764e+01   1.02628684e-17   1.24813678e-01   1.78696429e+02  -1.06717404e+01   7.14286460e+01
   202500  2.17650603e+01  9.65056391e-05   2.05746463e-03   3.84304691e-01   3.82438703e-01   2.24743100e-01   5.17352049e-01   6.31206679e-02   4.92722994e+00   4.64860292e+00   5.87945253e+00   1.07038990e+01  -2.30713478e-17   1.24815333e-01   1.78696429e+02  -1.06717404e+01   7.14286453e+01
   202600  2.17747420e+01  9.71452638e-05   2.05543856e-03   3.84392625e-01   3.82504868e-01   2.24651991e-01   5.14385411e-01   6.15065204e-02   4.71800170e+00   4.71083900e+00   5.99827954e+00   1.10171133e+01   1.70989528e-17   1.24815838e-01   1.78696429e+02  -1.06717404e+01   7.14286451e+01
   202700  2.17844936e+01  9.78935650e-05   2.05649449e-03   3.84476918e-01   3.82558680e-01   2.24578353e-01   5.11031646e-01   6.28388026e-02   4.62313594e+00   4.76730137e+00   6.06544767e+00   1.13370378e+01  -1.29238711e-17   1.24815153e-01   1.78696429e+02  -1.06717404e+01   7.14286454e+01
   202800  2.17942815e+01  9.78047915e-05   2.06092525e-03   3.84556791e-01   3.82615394e-01   2.24523223e-01   5.07668791e-01   7.22852831e-02   4.62876416e+00   4.81677539e+00   6.07145400e+00   1.15177205e+01  -1.37875605e-17   1.24813629e-01   1.78696429e+02  -1.06717404e+01   7.14286460e+01
   202900  2.18040586e+01  9.77530390e-05   2.06957394e-03   3.84640729e-01   3.82683152e-01   2.24477013e-01   5.05496860e-01   8.09900292e-02   4.62156819e+00   4.85760132e+00   6.00947220e+00   1.13462771e+01  -1.38889654e-17   1.24810486e-01   1.78696429e+02  -1.06717404e+01   7.14286472e+01
   203000  2.18138335e+01  9.77471036e-05   2.08072088e-03   3.84741204e-01   3.82757627e-01   2.24425414e-01   5.05203843e-01   8.73838777e-02   4.59542929e+00   4.88938012e+00   5.87697836e+00   1.17592121e+01  -2.67149283e-18   1.24805712e-01   1.78696429e+02  -1.06717404e+01   7.14286491e+01
   203100  2.18236084e+01  9.77536624e-05   2.09002169e-03   3.84864608e-01   3.82825960e-01   2.24358118e-01   5.06070492e-01   9.08075005e-02   4.54931815e+00   4.91279472e+00   5.67671530e+00   1.29056457e+01   2.15327917e-17   1.24801024e-01   1.78696429e+02  -1.06717404e+01   7.14286510e+01
   203200  2.18333789e+01  9.74217189e-05   2.09652886e-03   3.85004203e-01   3.82877141e-01   2.24275193e-01   5.07156556e-01   9.16416294e-02   4.59199352e+00   4.92851719e+00   5.41627759e+00   1.35471654e+01  -1.88385702e-18   1.24797361e-01   1.78696429e+02  -1.06717404e+01   7.14286525e+01
   203300  2.18430743e+01  9.64734182e-05   2.10457910e-03   3.85142566e-01   3.82912754e-01   2.24188558e-01   5.08593038e-01   9.07403553e-02   4.63269817e+00   4.93592200e+00   5.10723626e+00   1.39909759e+01   1.04272142e-17   1.24793984e-01   1.78696429e+02  -1.06717404e+01   7.14286538e+01
   203400  2.18526683e+01  9.54347281e-05   2.11609175e-03   3.85266781e-01   3.82949044e-01   2.24113171e-01   5.10694095e-01   9.20685456e-02   4.66277749e+00   4.93296018e+00   4.75857942e+00   1.43644757e+01   1.46162828e-17   1.24790824e-01   1.78696429e+02  -1.06717404e+01   7.14286551e+01
   203500  2.18621637e+01  9.44986883e-05   2.12537740e-03   3.85378139e-01   3.83004498e-01   2.24055630e-01   5.12727248e-01   9.52556035e-02   4.67000112e+00   4.91696652e+00   4.37496969e+00   1.45134967e+01   2.59194249e-17   1.24789274e-01   1.78696429e+02  -1.06717404e+01   7.14286557e+01
   203600  2.18715709e+01  9.36733305e-05   2.12579042e-03   3.85488609e-01   3.83085079e-01   2.24009307e-01   5.13862758e-01   9.54760766e-02   4.64549701e+00   4.88638249e+00   4.04540887e+00   1.42917614e+01  -4.36600256e-17   1.24790237e-01   1.78696429e+02  -1.06717404e+01   7.14286553e+01
   203700  2.18809021e+01  9.29826955e-05   2.11694588e-03   3.85610135e-01   3.83179930e-01   2.23959660e-01   5.14262216e-01   9.41065926e-02   4.59059595e+00   4.84217797e+00   4.07611358e+00   1.47374764e+01  -2.07565202e-17   1.24793200e-01   1.78696429e+02  -1.06717404e+01   7.14286541e+01
   203800  2.18901723e+01  9.24568397e-05   2.10231047e-03   3.85746496e-01   3.83269281e-01   2.23895525e-01   5.14154561e-01   9.27212281e-02   4.51515897e+00   4.78774062e+00   4.06647689e+00   1.52699556e+01   1.34413854e-17   1.24797408e-01   1.78696429e+02  -1.06717404e+01   7.14286525e+01
   203900  2.18993993e+01  9.21179532e-05   2.08507138e-03   3.85891641e-01   3.83337021e-01   2.23817563e-01   5.13151426e-01   9.18725059e-02   4.50690210e+00   4.72719109e+00   4.03750835e+00   1.56803690e+01   1.30602431e-17   1.24802489e-01   1.78696429e+02  -1.06717404e+01   7.14286504e+01
   204000  2.19086021e+01  9.19707652e-05   2.07004156e-03   3.86033621e-01   3.83380052e-01   2.23737480e-01   5.11612005e-01   9.06347519e-02   4.56532530e+00   4.66308479e+00   4.00860865e+00   1.57415292e+01   1.82458765e-17   1.24807538e-01   1.78696429e+02  -1.06717404e+01   7.14286484e+01
   204100  2.19177994e+01  9.20053886e-05   2.06350833e-03   3.86161954e-01   3.83409910e-01   2.23669754e-01   5.11270441e-01   8.72805863e-02   4.71778095e+00   4.59455539e+00   4.01383276e+00   1.53825355e+01   9.44813304e-18   1.24810939e-01   1.78696429e+02  -1.06717404e+01   7.14286471e+01
   204200  2.19270089e+01  9.22099196e-05   2.06574801e-03   3.86274127e-01   3.83445429e-01   2.23622803e-01   5.13183290e-01   8.05914167e-02   4.81382489e+00   4.51686532e+00   4.08825660e+00   1.47471032e+01   4.88141884e-18   1.24812095e-01   1.78696429e+02  -1.06717404e+01   7.14286466e+01
   204300  2.19362472e+01  9.25799898e-05   2.06863451e-03   3.86375679e-01   3.83500099e-01   2.23594636e-01   5.16255501e-01   8.07543003e-02   4.86956219e+00   4.42321776e+00   4.13792101e+00   1.40883453e+01  -2.02285158e-18   1.24812331e-01   1.78696429e+02  -1.06717404e+01   7.14286465e+01
   204400  2.19455310e+01  9.31180533e-05   2.06506050e-03   3.86473671e-01   3.83572895e-01   2.23574639e-01   5.18826291e-01   7.86352932e-02   4.91066511e+00   4.31747317e+00   4.18240155e+00   1.35585942e+01   2.44770286e-18   1.24813076e-01   1.78696429e+02  -1.06717404e+01   7.14286462e+01
   204500  2.19548771e+01  9.38271538e-05   2.05600730e-03   3.86570757e-01   3.83649960e-01   2.23551226e-01   5.20332889e-01   7.79409634e-02   4.95311505e+00   4.32098453e+00   4.24670063e+00   1.30484742e+01   5.70664438e-18   1.24814268e-01   1.78696429e+02  -1.06717404e+01   7.14286457e+01
   204600  2.19643028e+01  9.47055174e-05   2.04643025e-03   3.86665218e-01   3.83715799e-01   2.23520345e-01   5.20783806e-01   8.22787165e-02   4.99001964e+00   4.41117174e+00   4.34367704e+00   1.30069124e+01  -1.72038544e-17   1.24815419e-01   1.78696429e+02  -1.06717404e+01   7.14286453e+01
   204700  2.19737888e+01  9.47880332e-05   2.04066087e-03   3.86753904e-01   3.83765321e-01   2.23486445e-01   5.20376614e-01   8.27669364e-02   4.99346258e+00   4.46331283e+00   4.46077937e+00   1.20652707e+01   1.01020194e-17   1.24816471e-01   1.78696429e+02  -1.06717404e+01   7.14286448e+01
   204800  2.19832604e+01  9.46678966e-05   2.04280702e-03   3.86834611e-01   3.83808916e-01   2.23454927e-01   5.20203584e-01   8.33586857e-02   4.93276027e+00   4.48495673e+00   4.56296459e+00   1.04119784e+01   4.72756324e-18   1.24816735e-01   1.78696429e+02  -1.06717404e+01   7.14286447e+01
   204900  2.19927273e+01  9.46960948e-05   2.05365906e-03   3.86908584e-01   3.83867107e-01   2.23425637e-01   5.21491213e-01   8.18216791e-02   4.79575188e+00   4.49250948e+00   4.61614634e+00   1.10647230e+01  -4.26599641e-19   1.24815378e-01   1.78696429e+02  -1.06717404e+01   7.14286453e+01
   205000  2.20022047e+01  9.48731421e-05   2.06647761e-03   3.86978709e-01   3.83957474e-01   2.23395006e-01   5.23907157e-01   7.86091219e-02   4.59659035e+00   4.49676804e+00   4.61077652e+00   1.17296290e+01   2.40683496e-18   1.24813402e-01   1.78696429e+02  -1.06717404e+01   7.14286461e+01
   205100  2.20117063e+01  9.51733160e-05   2.07192207e-03   3.87045287e-01   3.84083431e-01   2.23361081e-01   5.25893262e-01   7.65193859e-02   4.36610916e+00   4.49342557e+00   4.57089633e+00   1.19251066e+01  -6.36402743e-19   1.24812769e-01   1.78696429e+02  -1.06717404e+01   7.14286463e+01
   205200  2.20212425e+01  9.55594577e-05   2.06681217e-03   3.87103633e-01   3.84231696e-01   2.23327564e-01   5.26376275e-01   7.84414160e-02   4.13149180e+00   4.46466428e+00   4.53916486e+00   1.18720523e+01  -4.92337946e-18   1.24813842e-01   1.78696429e+02  -1.06717404e+01   7.14286459e+01
   205300  2.20308207e+01  9.60093640e-05   2.05514092e-03   3.87148149e-01   3.84380332e-01   2.23304373e-01   5.25310749e-01   8.27924712e-02   4.05224251e+00   4.39107042e+00   4.54677335e+00   1.18936201e+01  -2.53442147e-17   1.24815731e-01   1.78696429e+02  -1.06717404e+01   7.14286451e+01
