#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
    11300  4.95893455e-01  4.65377229e-05   1.52724667e-03   1.52724667e-04   7.63623331e-06   1.04046203e-02   1.04046203e-03   5.20230692e-05  -6.59194921e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    11400  5.00557839e-01  4.67490251e-05   1.53810444e-03   1.53810444e-04   7.69052215e-06   1.04579113e-02   1.04579113e-03   5.22895239e-05   6.93889390e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    11500  5.05243714e-01  4.69674814e-05   1.54914938e-03   1.54914938e-04   7.74574679e-06   1.05067208e-02   1.05067208e-03   5.25335709e-05  -2.77555756e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    11600  5.09951798e-01  4.71931507e-05   1.56039143e-03   1.56039143e-04   7.80195718e-06   1.05508833e-02   1.05508833e-03   5.27543831e-05  -3.01841885e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    11700  5.14682816e-01  4.74260932e-05   1.57184037e-03   1.57184037e-04   7.85920193e-06   1.05902290e-02   1.05902290e-03   5.29511124e-05   1.73472348e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    11800  5.19437498e-01  4.76663711e-05   1.58350573e-03   1.58350573e-04   7.91752869e-06   1.06245835e-02   1.06245835e-03   5.31228846e-05  -2.01227923e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    11900  5.24216580e-01  4.79140478e-05   1.59539681e-03   1.59539681e-04   7.97698405e-06   1.06537679e-02   1.06537679e-03   5.32688056e-05   2.39391840e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12000  5.29020807e-01  4.81691887e-05   1.60752264e-03   1.60752264e-04   8.03761315e-06   1.06775986e-02   1.06775986e-03   5.33879583e-05  -1.04083409e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12100  5.33850928e-01  4.84318605e-05   1.61989195e-03   1.61989195e-04   8.09945973e-06   1.06958872e-02   1.06958872e-03   5.34794017e-05  -1.97758476e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12200  5.38707699e-01  4.87021316e-05   1.63251316e-03   1.63251315e-04   8.16256579e-06   1.07084406e-02   1.07084406e-03   5.35421679e-05  -3.12250226e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12300  5.43591884e-01  4.89800718e-05   1.64539434e-03   1.64539434e-04   8.22697166e-06   1.07150608e-02   1.07150608e-03   5.35752688e-05  -1.90819582e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12400  5.48504253e-01  4.92657526e-05   1.65854320e-03   1.65854320e-04   8.29271597e-06   1.07155450e-02   1.07155450e-03   5.35776901e-05   4.02455846e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12500  5.53445585e-01  4.95592470e-05   1.67196709e-03   1.67196709e-04   8.35983537e-06   1.07096854e-02   1.07096854e-03   5.35483913e-05  -9.02056208e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12600  5.58416663e-01  4.98606294e-05   1.68567292e-03   1.68567292e-04   8.42836453e-06   1.06972692e-02   1.06972692e-03   5.34863086e-05  -2.46330734e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12700  5.63418281e-01  5.01699758e-05   1.69966722e-03   1.69966722e-04   8.49833610e-06   1.06780787e-02   1.06780787e-03   5.33903573e-05  -5.55111512e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12800  5.68451240e-01  5.04873636e-05   1.71395605e-03   1.71395605e-04   8.56978028e-06   1.06518914e-02   1.06518914e-03   5.32594204e-05   8.67361738e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    12900  5.73516346e-01  5.08128717e-05   1.72854504e-03   1.72854504e-04   8.64272522e-06   1.06184794e-02   1.06184794e-03   5.30923596e-05  -1.24900090e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13000  5.78614417e-01  5.11465803e-05   1.74343935e-03   1.74343935e-04   8.71719684e-06   1.05776104e-02   1.05776104e-03   5.28880157e-05  -1.76941795e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13100  5.83746276e-01  5.14885712e-05   1.75864369e-03   1.75864369e-04   8.79321845e-06   1.05290470e-02   1.05290470e-03   5.26451976e-05  -1.45716772e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13200  5.88912756e-01  5.18389275e-05   1.77416227e-03   1.77416227e-04   8.87081128e-06   1.04725469e-02   1.04725469e-03   5.23626961e-05   1.73472348e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13300  5.94114698e-01  5.21977336e-05   1.78999883e-03   1.78999883e-04   8.94999419e-06   1.04078632e-02   1.04078632e-03   5.20392791e-05   2.63677968e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13400  5.99352951e-01  5.25650751e-05   1.80615661e-03   1.80615661e-04   9.03078312e-06   1.03347444e-02   1.03347444e-03   5.16736839e-05  -1.07552856e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13500  6.04628372e-01  5.29410391e-05   1.82263840e-03   1.82263840e-04   9.11319198e-06   1.02529345e-02   1.02529345e-03   5.12646332e-05   3.29597460e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13600  6.09941829e-01  5.33257140e-05   1.83944647e-03   1.83944647e-04   9.19723227e-06   1.03231304e-02   1.03231304e-03   5.16156132e-05   9.71445147e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13700  6.15294197e-01  5.37191892e-05   1.85658263e-03   1.85658263e-04   9.28291305e-06   1.04596784e-02   1.04596784e-03   5.22983532e-05   1.21430643e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13800  6.20686361e-01  5.41215554e-05   1.87404823e-03   1.87404823e-04   9.37024110e-06   1.05894424e-02   1.05894424e-03   5.29471729e-05  -2.77555756e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    13900  6.26119215e-01  5.45329044e-05   1.89184417e-03   1.89184417e-04   9.45922086e-06   1.07120075e-02   1.07120075e-03   5.35599980e-05   2.11636264e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14000  6.31593610e-01  5.49286360e-05   1.90997073e-03   1.90997073e-04   9.54985367e-06   1.08269497e-02   1.08269497e-03   5.41347087e-05   9.02056208e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14100  6.37067613e-01  5.45566533e-05   1.92828386e-03   1.92828386e-04   9.64141926e-06   1.09330427e-02   1.09330427e-03   5.46651736e-05  -1.52655666e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14200  6.42504873e-01  5.41936726e-05   1.94665250e-03   1.94665250e-04   9.73326243e-06   1.10294364e-02   1.10294364e-03   5.51471405e-05   2.67147415e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14300  6.47906285e-01  5.38395729e-05   1.96506852e-03   1.96506852e-04   9.82534255e-06   1.11161054e-02   1.11161054e-03   5.55804854e-05  -1.94289029e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14400  6.53272730e-01  5.34942356e-05   1.98352404e-03   1.98352404e-04   9.91762023e-06   1.11930372e-02   1.11930372e-03   5.59651454e-05  -1.31838984e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14500  6.58605079e-01  5.31575447e-05   2.00201150e-03   2.00201150e-04   1.00100575e-05   1.12602311e-02   1.12602311e-03   5.63011143e-05   2.63677968e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14600  6.63904191e-01  5.28293865e-05   2.02052364e-03   2.02052364e-04   1.01026182e-05   1.13176977e-02   1.13176977e-03   5.65884468e-05   2.22044605e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14700  6.69170913e-01  5.25096500e-05   2.03905357e-03   2.03905357e-04   1.01952678e-05   1.13654583e-02   1.13654583e-03   5.68272496e-05  -1.28369537e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14800  6.74406083e-01  5.21982264e-05   2.05759475e-03   2.05759475e-04   1.02879737e-05   1.16345409e-02   1.16345409e-03   5.81727475e-05   2.91433544e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    14900  6.79610525e-01  5.18950095e-05   2.07614101e-03   2.07614101e-04   1.03807050e-05   1.19438661e-02   1.19438661e-03   5.97193735e-05   3.88578059e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15000  6.84785056e-01  5.15998956e-05   2.09468656e-03   2.09468656e-04   1.04734329e-05   1.22491330e-02   1.22491330e-03   6.12457092e-05  -7.63278329e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15100  6.89930480e-01  5.13127833e-05   2.11322601e-03   2.11322601e-04   1.05661301e-05   1.25501184e-02   1.25501184e-03   6.27506352e-05  -2.04697370e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15200  6.95047592e-01  5.10335739e-05   2.13175434e-03   2.13175434e-04   1.06587717e-05   1.28466053e-02   1.28466053e-03   6.42330702e-05  -9.36750677e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15300  7.00137179e-01  5.07621709e-05   2.15026689e-03   2.15026689e-04   1.07513344e-05   1.31383828e-02   1.31383828e-03   6.56919581e-05  -3.12250226e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15400  7.05200016e-01  5.04984803e-05   2.16875942e-03   2.16875942e-04   1.08437971e-05   1.34252459e-02   1.34252459e-03   6.71262743e-05  -2.70616862e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15500  7.10236870e-01  5.02424104e-05   2.18722802e-03   2.18722802e-04   1.09361401e-05   1.37069951e-02   1.37069951e-03   6.85350188e-05  -6.24500451e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15600  7.15248497e-01  4.99938720e-05   2.20566916e-03   2.20566916e-04   1.10283458e-05   1.39834364e-02   1.39834364e-03   6.99172268e-05   2.77555756e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15700  7.20235647e-01  4.97527782e-05   2.22407964e-03   2.22407964e-04   1.11203982e-05   1.42543814e-02   1.42543814e-03   7.12719519e-05  -4.96130914e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15800  7.25199061e-01  4.95190446e-05   2.24245661e-03   2.24245661e-04   1.12122831e-05   1.45196467e-02   1.45196467e-03   7.25982790e-05  -1.04083409e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    15900  7.30139469e-01  4.92925888e-05   2.26079754e-03   2.26079754e-04   1.13039877e-05   1.47790537e-02   1.47790537e-03   7.38953139e-05  -6.93889390e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16000  7.35057595e-01  4.90733311e-05   2.27910021e-03   2.27910021e-04   1.13955011e-05   1.50324290e-02   1.50324290e-03   7.51621911e-05   6.59194921e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16100  7.39954157e-01  4.88611937e-05   2.29736270e-03   2.29736269e-04   1.14868135e-05   1.52796035e-02   1.52796035e-03   7.63980647e-05   5.20417043e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16200  7.44829860e-01  4.86561013e-05   2.31558334e-03   2.31558334e-04   1.15779166e-05   1.55204128e-02   1.55204128e-03   7.76021103e-05   1.04083409e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16300  7.49685408e-01  4.84579809e-05   2.33376075e-03   2.33376075e-04   1.16688038e-05   1.57546967e-02   1.57546967e-03   7.87735312e-05   9.71445147e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16400  7.54521492e-01  4.82667615e-05   2.35189381e-03   2.35189381e-04   1.17594691e-05   1.59822993e-02   1.59822993e-03   7.99115440e-05   1.07552856e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16500  7.59338800e-01  4.80823745e-05   2.36998160e-03   2.36998160e-04   1.18499081e-05   1.62030683e-02   1.62030683e-03   8.10153892e-05   2.60208521e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16600  7.64138011e-01  4.79047532e-05   2.38802345e-03   2.38802345e-04   1.19401173e-05   1.64168556e-02   1.64168556e-03   8.20843254e-05  -4.16333634e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16700  7.68919800e-01  4.77338335e-05   2.40601886e-03   2.40601886e-04   1.20300944e-05   1.66235167e-02   1.66235167e-03   8.31176321e-05   2.18575158e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16800  7.73684832e-01  4.75695529e-05   2.42396756e-03   2.42396755e-04   1.21198378e-05   1.68229103e-02   1.68229103e-03   8.41145985e-05  -1.07552856e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    16900  7.78433769e-01  4.74118515e-05   2.44186940e-03   2.44186940e-04   1.22093471e-05   1.70148987e-02   1.70148987e-03   8.50745427e-05   0.00000000e+00   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17000  7.83167265e-01  4.72606710e-05   2.45972443e-03   2.45972443e-04   1.22986222e-05   1.71993475e-02   1.71993475e-03   8.59967864e-05   1.80411242e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17100  7.87885970e-01  4.71159557e-05   2.47753284e-03   2.47753284e-04   1.23876642e-05   1.73761252e-02   1.73761252e-03   8.68806745e-05  -6.93889390e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17200  7.92590528e-01  4.69776515e-05   2.49529493e-03   2.49529493e-04   1.24764746e-05   1.75451031e-02   1.75451031e-03   8.77255649e-05  -2.87964097e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17300  7.97281578e-01  4.68457066e-05   2.51301114e-03   2.51301114e-04   1.25650556e-05   1.77061555e-02   1.77061555e-03   8.85308274e-05  -4.09394740e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17400  8.01959751e-01  4.67200709e-05   2.53068200e-03   2.53068200e-04   1.26534100e-05   1.78591594e-02   1.78591594e-03   8.92958464e-05  -4.37150316e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17500  8.06625678e-01  4.66006967e-05   2.54830815e-03   2.54830814e-04   1.27415407e-05   1.80039942e-02   1.80039942e-03   9.00200210e-05   7.97972799e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17600  8.11279981e-01  4.64875378e-05   2.56589029e-03   2.56589029e-04   1.28294515e-05   1.81405417e-02   1.81405417e-03   9.07027595e-05  -6.93889390e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17700  8.15923281e-01  4.63805503e-05   2.58342921e-03   2.58342921e-04   1.29171461e-05   1.82686861e-02   1.82686861e-03   9.13434813e-05   4.16333634e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17800  8.20556192e-01  4.62796921e-05   2.60092576e-03   2.60092576e-04   1.30046289e-05   1.83883139e-02   1.83883139e-03   9.19416216e-05  -1.38777878e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    17900  8.25179325e-01  4.61849228e-05   2.61838083e-03   2.61838083e-04   1.30919042e-05   1.84993136e-02   1.84993136e-03   9.24966190e-05   1.04083409e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18000  8.29793286e-01  4.60962043e-05   2.63579537e-03   2.63579537e-04   1.31789768e-05   1.86015756e-02   1.86015756e-03   9.30079302e-05  -4.85722573e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18100  8.34398680e-01  4.60135000e-05   2.65317034e-03   2.65317034e-04   1.32658516e-05   1.86949926e-02   1.86949926e-03   9.34750144e-05   1.38777878e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18200  8.38996106e-01  4.59367752e-05   2.67050674e-03   2.67050674e-04   1.33525336e-05   1.87794587e-02   1.87794587e-03   9.38973463e-05  -1.31838984e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18300  8.43586160e-01  4.58659972e-05   2.68780559e-03   2.68780559e-04   1.34390279e-05   1.88548702e-02   1.88548702e-03   9.42744031e-05  -6.93889390e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18400  8.48169435e-01  4.58011349e-05   2.70506792e-03   2.70506792e-04   1.35253396e-05   1.89211248e-02   1.89211248e-03   9.46056771e-05  -7.28583860e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18500  8.52746521e-01  4.57421593e-05   2.72229475e-03   2.72229475e-04   1.36114738e-05   1.89781220e-02   1.89781220e-03   9.48906636e-05  -1.97758476e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18600  8.57318006e-01  4.56890427e-05   2.73948712e-03   2.73948712e-04   1.36974356e-05   1.90257630e-02   1.90257630e-03   9.51288682e-05  -1.70002901e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18700  8.61884474e-01  4.56417597e-05   2.75664604e-03   2.75664604e-04   1.37832301e-05   1.90639502e-02   1.90639502e-03   9.53198049e-05  -1.11022302e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18800  8.66446507e-01  4.56002863e-05   2.77377252e-03   2.77377252e-04   1.38688626e-05   1.90925879e-02   1.90925879e-03   9.54629934e-05  -9.71445147e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    18900  8.71004686e-01  4.55646003e-05   2.79086756e-03   2.79086756e-04   1.39543379e-05   1.91115818e-02   1.91115818e-03   9.55579635e-05   2.63677968e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19000  8.75559587e-01  4.55346812e-05   2.80793212e-03   2.80793212e-04   1.40396606e-05   1.91208388e-02   1.91208388e-03   9.56042484e-05   2.01227923e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19100  8.80111786e-01  4.55105105e-05   2.82496714e-03   2.82496714e-04   1.41248358e-05   1.91202675e-02   1.91202675e-03   9.56013934e-05   1.17961196e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19200  8.84661859e-01  4.54920709e-05   2.84197355e-03   2.84197355e-04   1.42098677e-05   1.91097780e-02   1.91097780e-03   9.55489441e-05  -3.12250226e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19300  8.89210376e-01  4.54793472e-05   2.85895223e-03   2.85895223e-04   1.42947611e-05   1.90892815e-02   1.90892815e-03   9.54464635e-05  -1.21430643e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19400  8.93757908e-01  4.54723258e-05   2.87590402e-03   2.87590402e-04   1.43795201e-05   1.90586909e-02   1.90586909e-03   9.52935103e-05  -2.60208521e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19500  8.98305026e-01  4.54709946e-05   2.89282975e-03   2.89282975e-04   1.44641488e-05   1.90179205e-02   1.90179205e-03   9.50896584e-05   2.35922393e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
    19600  9.02852298e-01  4.54753432e-05   2.90973020e-03   2.90973020e-04   1.45486510e-05   1.89668860e-02   1.89668860e-03   9.48344862e-05  -1.38777878e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
